Année,Pays,Happiness_Index,Global_Rank,Subjective_Index,subjective_rank,Engagement civique,Equilibre travail-vie,Liens sociaux,Logement,Qualité environnementale,Revenu et patrimoine,Santé,Savoirs et compétences,Sécurité,Travail et qualité de l'emploi
2012,Autriche,0.6318446825604851,5.0,0.4919205187419455,8.0,,,0.09626308851832349,0.15972630819369987,0.040808407112776,0.1291377787310536,0.14200277461231703,0.10663349758628517,0.17542578947779994,0.15000235576774482
2012,Luxembourg,0.6168671888470458,6.0,0.29039301276383567,15.0,,,0.06245481831750874,0.14879587489608231,0.051051852415493086,0.19787791626190737,0.16515326709738432,0.08420769986140986,0.14697555116180364,0.14348301998841062
2012,Irlande,0.6065303789871256,7.0,0.5791440038730029,5.0,,,0.1030451271119705,0.15959860746154692,0.033399480593281516,0.10843754570253625,0.19081666802908673,0.12170273137107389,0.16782467607418064,0.11517516365632359
2012,Belgique,0.5928478441180919,8.0,0.234179626899654,16.0,,0.0937096357973585,0.10417401967931762,0.15261199771874842,0.010815172173565219,0.1416289875787686,0.13748132440478975,0.14005470825503627,0.11168703688590007,0.1078371175065156
2012,Espagne,0.5718095038066021,9.0,0.38832327298942537,11.0,,,0.1072046948097626,0.1282135963293847,0.09320911903707424,0.11251499185680092,0.18877252955557214,0.08307517811086358,0.1824936157818437,0.10451627451869815
2012,Italie,0.4834845845380061,10.0,0.5479341131342411,6.0,,,0.12559920326152782,0.10904867786509452,0.04816598405840552,0.13879775338357847,0.1958005576787428,0.08578864739275273,0.1464080080097548,0.15039116835014332
2012,Estonie,0.4511086535268942,11.0,0.6320521578856118,3.0,,,0.12180371234467335,0.19185885917500684,0.053667383920523164,0.11733919262515534,0.06763827128734409,0.18902788161978976,0.11925747456601578,0.13940722446149167
2012,Portugal,0.4482145024709481,12.0,0.30009258433592884,14.0,,,0.12666113484493166,0.15507309480248788,0.022862730667937464,0.13164096397240818,0.13987980679567988,0.1098321678836833,0.16343956920868738,0.15061053182418438
2012,République slovaque,0.3777754741937105,13.0,0.5262746440040476,7.0,0.0,,0.12450305274856184,0.14582395500956027,0.06454110777271171,0.11029470106496991,0.14554567108337021,0.10743167821108883,0.15614724392006363,0.14571259018967353
2012,Grèce,0.35555324830751167,14.0,0.70833333333125,2.0,0.04943534904124738,,0.2082708284975084,0.06075989960562249,0.1546588194602773,0.09184225223514861,0.23151868309194898,0.02453936258782252,0.09013612096408823,0.08883868451633609
